TimePeriod,GeoTypeDesc,GeoID,GeoRank,BoroID,Borough,Geography,Area,Number,Percent
2016,UHF 34,204,3,2,Brooklyn,East New York,East New York  Brooklyn,"45,000","33.3 (24.9, 43.0)"
2016,UHF 34,205,3,2,Brooklyn,Sunset Park,Sunset Park  Brooklyn,"24,000","24.4 (16.3, 34.8)"
2016,UHF 34,206,3,2,Brooklyn,Borough Park,Borough Park  Brooklyn,"46,000","19.6 (14.3, 26.4)"
2016,UHF 34,207,3,2,Brooklyn,East Flatbush - Flatbush,East Flatbush - Flatbush  Brooklyn,"59,000","25.9 (20.2, 32.6)"
2016,UHF 34,208,3,2,Brooklyn,Canarsie - Flatlands,Canarsie - Flatlands  Brooklyn,"48,000","31.5 (23.1, 41.3)"
2016,UHF 34,209,3,2,Brooklyn,Bensonhurst - Bay Ridge,Bensonhurst - Bay Ridge  Brooklyn,"41,000","25.8 (18.9, 34.0)"
2016,UHF 34,210,3,2,Brooklyn,Coney Island - Sheepshead Bay,Coney Island - Sheepshead Bay  Brooklyn,"63,000","26.9 (21.4, 33.3)"
2016,UHF 34,211,3,2,Brooklyn,Williamsburg - Bushwick,Williamsburg - Bushwick  Brooklyn,"43,000","28.2 (22.1, 35.3)"
2016,UHF 34,301,3,3,Manhattan,Washington Heights,Washington Heights  Manhattan,"55,000","27.9 (21.0, 36.2)"
2016,UHF 34,302,3,3,Manhattan,Central Harlem - Morningside Heights,Central Harlem - Morningside Heights  Manhattan,"36,000","29.4 (22.0, 38.1)"
2016,UHF 34,303,3,3,Manhattan,East Harlem,East Harlem  Manhattan,"20,000*","25.2* (16.4, 36.7)"
2016,UHF 34,304,3,3,Manhattan,Upper West Side,Upper West Side  Manhattan,"20,000","11.1 (6.6, 18.0)"
2016,UHF 34,305307,3,3,Manhattan,Upper East Side-Gramercy,Upper East Side-Gramercy  Manhattan,"34,000","10.9 (7.3, 16.1)"
2016,UHF 34,306308,3,3,Manhattan,Chelsea-Village,Chelsea-Village    Manhattan,"14,000*","6.7* (3.6, 12.1)"
2016,UHF 34,309310,3,3,Manhattan,Union Square-Lower Manhattan,Union Square-Lower Manhattan  Manhattan,"22,000","10.5 (6.3, 17.1)"
2016,UHF 34,401,3,4,Queens,Long Island City - Astoria,Long Island City - Astoria  Queens,"35,000","19.8 (13.2, 28.6)"
2016,UHF 34,402,3,4,Queens,West Queens,West Queens  Queens,"65,000","17.2 (13.4, 21.8)"
2016,UHF 34,403,3,4,Queens,Flushing - Clearview,Flushing - Clearview  Queens,"22,000*","10.2* (5.4, 18.4)"
2016,UHF 34,405,3,4,Queens,Ridgewood - Forest Hills,Ridgewood - Forest Hills  Queens,"52,000","25.5 (19.5, 32.5)"
2016,UHF 34,407,3,4,Queens,Southwest Queens,Southwest Queens  Queens,"47,000","22.9 (18.0, 28.7)"
2016,UHF 34,408,3,4,Queens,Jamaica,Jamaica  Queens,"59,000","26.7 (19.8, 34.9)"
2016,UHF 34,409,3,4,Queens,Southeast Queens,Southeast Queens  Queens,"47,000*","29.5* (19.2, 42.4)"
2016,UHF 34,410,3,4,Queens,Rockaways,Rockaways  Queens,"21,000","27.1 (19.1, 36.9)"
2016,UHF 34,404406,3,4,Queens,Bayside Little Neck-Fresh Meadows,Bayside Little Neck-Fresh Meadows  Queens,"33,000","22.2 (15.2, 31.3)"
2016,UHF 34,501502,3,5,Staten Island,Northern SI,Northern SI  Staten Island,"31,000","22.1 (15.7, 30.1)"
2016,UHF 34,503504,3,5,Staten Island,Southern SI,Southern SI  Staten Island,"62,000","29.3 (22.9, 36.7)"
2015,Borough,1,1,1,Bronx,Bronx,Bronx,"319,000","31.1 (28.3, 34.0)"
2015,Borough,2,1,2,Brooklyn,Brooklyn,Brooklyn,"520,000","26.7 (24.6, 28.9)"
2015,Borough,3,1,3,Manhattan,Manhattan,Manhattan,"201,000","15.5 (13.4, 17.7)"
2015,Borough,4,1,4,Queens,Queens,Queens,"421,000","23.6 (21.3, 26.1)"
2015,Borough,5,1,5,Staten Island,Staten Island,Staten Island,"90,000","25.1 (20.3, 30.5)"
2015,UHF 34,101,3,1,Bronx,Kingsbridge - Riverdale,Kingsbridge - Riverdale  Bronx,"23,000*","32.5* (20.3, 47.6)"
2015,UHF 34,102,3,1,Bronx,Northeast Bronx,Northeast Bronx  Bronx,"41,000","27.3 (20.5, 35.4)"
2015,UHF 34,103,3,1,Bronx,Fordham - Bronx Pk,Fordham - Bronx Pk  Bronx,"55,000","30.1 (23.8, 37.2)"
2015,UHF 34,104,3,1,Bronx,Pelham - Throgs Neck,Pelham - Throgs Neck  Bronx,"68,000","29.4 (23.6, 35.9)"
2015,UHF 34,105106107,3,1,Bronx,South Bronx,South Bronx  Bronx,"132,000","33.9 (29.8, 38.4)"
2015,UHF 34,201,3,2,Brooklyn,Greenpoint,Greenpoint  Brooklyn,"26,000*","24.9* (15.7, 37.2)"
2015,UHF 34,202,3,2,Brooklyn,Downtown - Heights - Slope,Downtown - Heights - Slope  Brooklyn,"27,000","15.4 (10.7, 21.5)"
2015,UHF 34,203,3,2,Brooklyn,Bedford Stuyvesant - Crown Heights,Bedford Stuyvesant - Crown Heights  Brooklyn,"86,000","36.0 (29.8, 42.8)"
2015,UHF 34,204,3,2,Brooklyn,East New York,East New York  Brooklyn,"49,000","35.4 (27.1, 44.7)"
2015,UHF 34,205,3,2,Brooklyn,Sunset Park,Sunset Park  Brooklyn,"21,000","21.2 (14.4, 30.1)"
2015,UHF 34,206,3,2,Brooklyn,Borough Park,Borough Park  Brooklyn,"39,000","16.0 (11.7, 21.6)"
2015,UHF 34,207,3,2,Brooklyn,East Flatbush - Flatbush,East Flatbush - Flatbush  Brooklyn,"83,000","35.8 (29.3, 42.9)"
2015,UHF 34,208,3,2,Brooklyn,Canarsie - Flatlands,Canarsie - Flatlands  Brooklyn,"45,000","28.9 (21.6, 37.4)"
2015,UHF 34,209,3,2,Brooklyn,Bensonhurst - Bay Ridge,Bensonhurst - Bay Ridge  Brooklyn,"35,000","21.4 (15.1, 29.4)"
2015,UHF 34,210,3,2,Brooklyn,Coney Island - Sheepshead Bay,Coney Island - Sheepshead Bay  Brooklyn,"66,000","28.5 (22.7, 35.1)"
2015,UHF 34,211,3,2,Brooklyn,Williamsburg - Bushwick,Williamsburg - Bushwick  Brooklyn,"38,000","25.8 (19.2, 33.6)"
2015,UHF 34,301,3,3,Manhattan,Washington Heights,Washington Heights  Manhattan,"52,000","25.8 (19.6, 33.2)"
2015,UHF 34,302,3,3,Manhattan,Central Harlem - Morningside Heights,Central Harlem - Morningside Heights  Manhattan,"37,000","31.1 (24.0, 39.2)"
2015,UHF 34,303,3,3,Manhattan,East Harlem,East Harlem  Manhattan,"20,000","26.2 (19.2, 34.7)"
2015,UHF 34,304,3,3,Manhattan,Upper West Side,Upper West Side  Manhattan,"14,000","7.8 (4.6, 13.0)"
2015,UHF 34,305307,3,3,Manhattan,Upper East Side-Gramercy,Upper East Side-Gramercy  Manhattan,"40,000","12.9 (9.0, 18.2)"
2015,UHF 34,306308,3,3,Manhattan,Chelsea-Village,Chelsea-Village    Manhattan,"17,000","8.8 (5.8, 13.1)"
2015,UHF 34,309310,3,3,Manhattan,Union Square-Lower Manhattan,Union Square-Lower Manhattan  Manhattan,"16,000","7.5 (4.8, 11.6)"
2015,UHF 34,401,3,4,Queens,Long Island City - Astoria,Long Island City - Astoria  Queens,"40,000*","23.2* (14.6, 35.0)"
2015,UHF 34,402,3,4,Queens,West Queens,West Queens  Queens,"82,000","22.0 (17.5, 27.1)"
2015,UHF 34,403,3,4,Queens,Flushing - Clearview,Flushing - Clearview  Queens,"39,000","17.7 (12.7, 24.2)"
2015,UHF 34,405,3,4,Queens,Ridgewood - Forest Hills,Ridgewood - Forest Hills  Queens,"36,000","18.1 (12.6, 25.2)"
2015,UHF 34,407,3,4,Queens,Southwest Queens,Southwest Queens  Queens,"61,000","29.3 (22.5, 37.2)"
2015,UHF 34,408,3,4,Queens,Jamaica,Jamaica  Queens,"67,000","30.1 (23.4, 37.9)"
2015,UHF 34,409,3,4,Queens,Southeast Queens,Southeast Queens  Queens,"39,000","25.7 (18.9, 33.9)"
2015,UHF 34,410,3,4,Queens,Rockaways,Rockaways  Queens,"28,000*","34.2* (24.7, 45.1)"
2015,UHF 34,404406,3,4,Queens,Bayside Little Neck-Fresh Meadows,Bayside Little Neck-Fresh Meadows  Queens,"29,000","19.3 (13.2, 27.2)"
2015,UHF 34,501502,3,5,Staten Island,Northern SI,Northern SI  Staten Island,"33,000","23.6 (16.9, 31.9)"
2015,UHF 34,503504,3,5,Staten Island,Southern SI,Southern SI  Staten Island,"56,000","26.2 (19.9, 33.6)"
2014,Borough,1,1,1,Bronx,Bronx,Bronx,"303,000","30.2 (27.0, 33.7)"
2014,Borough,2,1,2,Brooklyn,Brooklyn,Brooklyn,"505,000","26.3 (24.0, 28.9)"
2014,Borough,3,1,3,Manhattan,Manhattan,Manhattan,"227,000","17.5 (15.2, 20.0)"
2014,Borough,4,1,4,Queens,Queens,Queens,"424,000","24.1 (21.6, 26.8)"
2014,Borough,5,1,5,Staten Island,Staten Island,Staten Island,"107,000","30.2 (25.5, 35.2)"
2014,UHF 34,101,3,1,Bronx,Kingsbridge - Riverdale,Kingsbridge - Riverdale  Bronx,"19,000*","27.9* (16.6, 43.0)"
2014,UHF 34,102,3,1,Bronx,Northeast Bronx,Northeast Bronx  Bronx,"35,000","24.6 (17.0, 34.0)"
2014,UHF 34,103,3,1,Bronx,Fordham - Bronx Pk,Fordham - Bronx Pk  Bronx,"54,000","29.6 (22.8, 37.4)"
2014,UHF 34,104,3,1,Bronx,Pelham - Throgs Neck,Pelham - Throgs Neck  Bronx,"77,000","34.0 (26.2, 42.8)"
2014,UHF 34,105106107,3,1,Bronx,South Bronx,South Bronx  Bronx,"115,000","30.5 (25.9, 35.4)"
2014,UHF 34,201,3,2,Brooklyn,Greenpoint,Greenpoint  Brooklyn,"16,000","16.1 (9.9, 25.2)"
2014,UHF 34,202,3,2,Brooklyn,Downtown - Heights - Slope,Downtown - Heights - Slope  Brooklyn,"30,000","17.5 (11.9, 25.1)"
2014,UHF 34,203,3,2,Brooklyn,Bedford Stuyvesant - Crown Heights,Bedford Stuyvesant - Crown Heights  Brooklyn,"75,000","30.9 (25.0, 37.5)"
2014,UHF 34,204,3,2,Brooklyn,East New York,East New York  Brooklyn,"42,000","31.3 (23.1, 40.9)"
2014,UHF 34,205,3,2,Brooklyn,Sunset Park,Sunset Park  Brooklyn,"18,000","19.1 (12.6, 27.9)"
2014,UHF 34,206,3,2,Brooklyn,Borough Park,Borough Park  Brooklyn,"53,000","22.6 (16.0, 31.0)"
2014,UHF 34,207,3,2,Brooklyn,East Flatbush - Flatbush,East Flatbush - Flatbush  Brooklyn,"71,000","30.8 (23.7, 39.0)"
2014,UHF 34,208,3,2,Brooklyn,Canarsie - Flatlands,Canarsie - Flatlands  Brooklyn,"45,000","30.5 (21.7, 40.9)"
2014,UHF 34,209,3,2,Brooklyn,Bensonhurst - Bay Ridge,Bensonhurst - Bay Ridge  Brooklyn,"34,000","21.0 (13.2, 31.7)"
2014,UHF 34,210,3,2,Brooklyn,Coney Island - Sheepshead Bay,Coney Island - Sheepshead Bay  Brooklyn,"71,000","31.1 (23.8, 39.5)"
2014,UHF 34,211,3,2,Brooklyn,Williamsburg - Bushwick,Williamsburg - Bushwick  Brooklyn,"49,000","31.7 (23.9, 40.6)"
2014,UHF 34,301,3,3,Manhattan,Washington Heights,Washington Heights  Manhattan,"47,000","23.3 (17.5, 30.4)"
2014,UHF 34,302,3,3,Manhattan,Central Harlem - Morningside Heights,Central Harlem - Morningside Heights  Manhattan,"40,000*","34.3* (24.8, 45.2)"
2014,UHF 34,303,3,3,Manhattan,East Harlem,East Harlem  Manhattan,"28,000","34.9 (25.7, 45.3)"
2014,UHF 34,304,3,3,Manhattan,Upper West Side,Upper West Side  Manhattan,"26,000","14.5 (9.2, 22.1)"
2014,UHF 34,305307,3,3,Manhattan,Upper East Side-Gramercy,Upper East Side-Gramercy  Manhattan,"36,000","11.8 (7.8, 17.6)"
2014,UHF 34,306308,3,3,Manhattan,Chelsea-Village,Chelsea-Village    Manhattan,"23,000","11.7 (7.3, 18.4)"
2014,UHF 34,309310,3,3,Manhattan,Union Square-Lower Manhattan,Union Square-Lower Manhattan  Manhattan,"27,000","13.0 (9.2, 18.2)"
2014,UHF 34,401,3,4,Queens,Long Island City - Astoria,Long Island City - Astoria  Queens,"47,000","26.7 (18.8, 36.4)"
2014,UHF 34,402,3,4,Queens,West Queens,West Queens  Queens,"83,000","23.4 (18.4, 29.3)"
2014,UHF 34,403,3,4,Queens,Flushing - Clearview,Flushing - Clearview  Queens,"32,000","15.0 (10.0, 21.8)"
2014,UHF 34,405,3,4,Queens,Ridgewood - Forest Hills,Ridgewood - Forest Hills  Queens,"38,000","19.0 (13.1, 26.9)"
2014,UHF 34,407,3,4,Queens,Southwest Queens,Southwest Queens  Queens,"63,000","30.7 (22.7, 40.2)"
2014,UHF 34,408,3,4,Queens,Jamaica,Jamaica  Queens,"66,000","30.2 (22.7, 39.0)"
2014,UHF 34,409,3,4,Queens,Southeast Queens,Southeast Queens  Queens,"31,000","20.7 (13.7, 30.0)"
2014,UHF 34,410,3,4,Queens,Rockaways,Rockaways  Queens,"21,000*","26.0* (16.8, 37.9)"
2014,UHF 34,404406,3,4,Queens,Bayside Little Neck-Fresh Meadows,Bayside Little Neck-Fresh Meadows  Queens,"41,000","27.1 (18.6, 37.8)"
2014,UHF 34,501502,3,5,Staten Island,Northern SI,Northern SI  Staten Island,"41,000","28.9 (21.9, 37.0)"
2014,UHF 34,503504,3,5,Staten Island,Southern SI,Southern SI  Staten Island,"66,000","31.0 (25.1, 37.7)"
2013,Borough,1,1,1,Bronx,Bronx,Bronx,"308,000","31.0 (28.0, 34.2)"
2013,Borough,2,1,2,Brooklyn,Brooklyn,Brooklyn,"510,000","27.0 (24.5, 29.7)"
2013,Borough,3,1,3,Manhattan,Manhattan,Manhattan,"212,000","16.4 (14.3, 18.7)"
2013,Borough,4,1,4,Queens,Queens,Queens,"338,000","19.3 (17.1, 21.6)"
2013,Borough,5,1,5,Staten Island,Staten Island,Staten Island,"105,000","30.0 (25.3, 35.2)"
2013,UHF 34,101,3,1,Bronx,Kingsbridge - Riverdale,Kingsbridge - Riverdale  Bronx,"16,000*","24.5* (15.3, 36.8)"
2013,UHF 34,102,3,1,Bronx,Northeast Bronx,Northeast Bronx  Bronx,"43,000","31.3 (23.8, 40.0)"
2013,UHF 34,103,3,1,Bronx,Fordham - Bronx Pk,Fordham - Bronx Pk  Bronx,"43,000","24.5 (18.1, 32.2)"
2013,UHF 34,104,3,1,Bronx,Pelham - Throgs Neck,Pelham - Throgs Neck  Bronx,"75,000","34.8 (27.5, 42.9)"
2013,UHF 34,105106107,3,1,Bronx,South Bronx,South Bronx  Bronx,"126,000","34.1 (29.7, 38.9)"
2013,UHF 34,201,3,2,Brooklyn,Greenpoint,Greenpoint  Brooklyn,"14,000","15.7 (10.3, 23.1)"
2013,UHF 34,202,3,2,Brooklyn,Downtown - Heights - Slope,Downtown - Heights - Slope  Brooklyn,"29,000","17.0 (11.5, 24.5)"
2013,UHF 34,203,3,2,Brooklyn,Bedford Stuyvesant - Crown Heights,Bedford Stuyvesant - Crown Heights  Brooklyn,"67,000","28.6 (22.5, 35.7)"
2013,UHF 34,204,3,2,Brooklyn,East New York,East New York  Brooklyn,"32,000","24.2 (17.6, 32.4)"
2013,UHF 34,205,3,2,Brooklyn,Sunset Park,Sunset Park  Brooklyn,"18,000","20.7 (13.2, 31.0)"
2013,UHF 34,206,3,2,Brooklyn,Borough Park,Borough Park  Brooklyn,"68,000","30.0 (21.6, 40.1)"
2013,UHF 34,207,3,2,Brooklyn,East Flatbush - Flatbush,East Flatbush - Flatbush  Brooklyn,"63,000","28.8 (21.9, 36.9)"
2013,UHF 34,208,3,2,Brooklyn,Canarsie - Flatlands,Canarsie - Flatlands  Brooklyn,"63,000*","42.0* (31.2, 53.5)"
2013,UHF 34,209,3,2,Brooklyn,Bensonhurst - Bay Ridge,Bensonhurst - Bay Ridge  Brooklyn,"38,000","23.6 (15.2, 34.7)"
2013,UHF 34,210,3,2,Brooklyn,Coney Island - Sheepshead Bay,Coney Island - Sheepshead Bay  Brooklyn,"75,000","32.7 (25.5, 40.8)"
2013,UHF 34,211,3,2,Brooklyn,Williamsburg - Bushwick,Williamsburg - Bushwick  Brooklyn,"39,000","25.1 (18.3, 33.4)"
2013,UHF 34,301,3,3,Manhattan,Washington Heights,Washington Heights  Manhattan,"45,000","24.0 (17.9, 31.5)"
2013,UHF 34,302,3,3,Manhattan,Central Harlem - Morningside Heights,Central Harlem - Morningside Heights  Manhattan,"31,000","26.2 (19.0, 34.8)"
2013,UHF 34,303,3,3,Manhattan,East Harlem,East Harlem  Manhattan,"29,000","37.8 (28.6, 47.9)"
2013,UHF 34,304,3,3,Manhattan,Upper West Side,Upper West Side  Manhattan,"20,000","11.6 (7.4, 17.5)"
2013,UHF 34,305307,3,3,Manhattan,Upper East Side-Gramercy,Upper East Side-Gramercy  Manhattan,"30,000","9.8 (6.6, 14.1)"
2013,UHF 34,306308,3,3,Manhattan,Chelsea-Village,Chelsea-Village    Manhattan,"20,000","10.6 (6.7, 16.5)"
2013,UHF 34,309310,3,3,Manhattan,Union Square-Lower Manhattan,Union Square-Lower Manhattan  Manhattan,"27,000","13.2 (8.6, 19.8)"
2013,UHF 34,401,3,4,Queens,Long Island City - Astoria,Long Island City - Astoria  Queens,"24,000","15.1 (9.3, 23.5)"
2013,UHF 34,402,3,4,Queens,West Queens,West Queens  Queens,"78,000","22.6 (16.8, 29.8)"
2013,UHF 34,403,3,4,Queens,Flushing - Clearview,Flushing - Clearview  Queens,"23,000","11.5 (7.7, 17.0)"
2013,UHF 34,405,3,4,Queens,Ridgewood - Forest Hills,Ridgewood - Forest Hills  Queens,"28,000","14.1 (9.5, 20.5)"
2013,UHF 34,407,3,4,Queens,Southwest Queens,Southwest Queens  Queens,"47,000","23.4 (17.1, 31.2)"
2013,UHF 34,408,3,4,Queens,Jamaica,Jamaica  Queens,"51,000","23.6 (17.1, 31.6)"
2013,UHF 34,409,3,4,Queens,Southeast Queens,Southeast Queens  Queens,"35,000","22.7 (16.2, 31.0)"
2013,UHF 34,410,3,4,Queens,Rockaways,Rockaways  Queens,"22,000*","27.7* (18.3, 39.6)"
2013,UHF 34,404406,3,4,Queens,Bayside Little Neck-Fresh Meadows,Bayside Little Neck-Fresh Meadows  Queens,"19,000","13.5 (8.5, 21.0)"
2013,UHF 34,501502,3,5,Staten Island,Northern SI,Northern SI  Staten Island,"41,000","29.5 (22.3, 37.9)"
2013,UHF 34,503504,3,5,Staten Island,Southern SI,Southern SI  Staten Island,"63,000","30.0 (24.0, 36.8)"
